AT4G10640.SNP5705,0,0,0,653,768,898,681,715,669,3,0,0,0,0,0,9,7,19,14,0,19,0,0,0
AT4G10640.SNP5706,8,24,45,1486,1199,1350,1168,957,1145,3,2,0,0,0,0,36,38,11,18,4,14,0,0,0
AT4G10640.SNP5707,8,27,47,2036,1827,1915,1434,1169,1445,3,4,1,0,0,0,37,82,45,22,38,37,0,0,0
AT4G10640.SNP5708,13,34,56,2273,1941,2196,2187,1842,2423,8,32,11,0,0,0,70,83,60,52,60,64,0,0,0
AT4G10640.SNP5709,13,34,56,2258,1952,2172,2165,1869,2386,8,32,11,0,0,0,70,82,60,52,61,64,0,0,0
AT4G10640.SNP5710,25,0,12,2974,2482,2406,2454,2099,1780,8,0,54,0,0,1,53,37,11,53,54,14,0,0,0
AT4G10640.SNP5711,25,0,12,2978,2494,2485,2787,2376,1921,9,0,54,0,0,1,53,33,12,66,58,15,0,0,0
AT4G10640.SNP5712,4,0,12,3007,2469,2476,2881,2466,2027,9,0,56,0,0,1,62,33,13,67,58,15,0,0,0
AT4G10640.SNP5713,11,4,5,2390,1722,2013,3234,2688,3064,32,3,5,0,0,1,68,18,8,75,34,4,0,0,1
AT4G10640.SNP5714,44,55,23,1566,1145,1255,1495,1135,1494,52,36,22,1,0,0,33,57,11,32,15,1,1,0,0
AT4G10640.SNP5715,52,52,23,1266,1037,1076,1425,1238,1499,34,53,21,1,0,0,22,54,12,44,39,15,1,0,0
AT4G10640.SNP5716,63,32,47,1066,999,1029,1318,1174,1172,63,39,33,1,0,0,40,32,11,57,44,13,1,0,0
AT4G10640.SNP5717,14,9,29,261,266,333,466,419,490,30,5,29,0,0,0,11,0,0,13,0,0,0,0,0
AT4G10640.SNP5718,3,9,24,220,192,291,422,386,478,7,7,24,0,0,0,7,7,0,9,18,0,0,0,0
AT4G13460.SNP5843,0,0,0,740,776,923,365,377,466,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5844,0,0,0,739,790,923,369,377,465,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5845,0,0,0,739,789,922,368,378,465,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5846,0,0,0,739,788,921,368,378,465,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5847,0,0,0,757,809,958,368,376,463,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5848,0,0,0,752,804,956,386,386,477,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5849,0,0,0,805,873,1045,386,386,478,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5850,0,0,0,807,900,1044,389,393,479,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5851,0,0,0,812,900,1045,402,396,479,0,0,0,0,0,1,407,394,364,165,157,147,0,0,1
AT4G13460.SNP5852,12,0,0,4915,5274,5069,2612,2775,2528,0,0,0,0,0,1,255,245,300,128,123,123,0,0,1
AT4G13460.SNP5853,15,0,0,6248,6373,6029,3865,4342,3389,3,0,0,0,0,0,339,302,457,182,158,254,0,0,0
AT4G13460.SNP5854,15,0,2,7609,7335,7296,4988,5374,4865,3,0,2,0,0,0,410,441,550,217,289,381,0,0,0
AT4G13460.SNP5855,11,0,4,9390,7822,8383,8825,8132,8205,15,0,4,0,1,0,654,544,718,544,553,666,0,1,0
AT4G13460.SNP5856,9,6,3,9742,7590,8003,11283,8887,10202,19,6,2,0,0,2,710,494,543,808,534,658,0,0,2
AT4G13460.SNP5857,9,16,6,9099,7500,7700,10477,8205,9654,20,6,5,0,0,2,639,478,479,788,495,664,0,0,2
AT4G13460.SNP5858,2,11,11,7560,5899,7097,8238,6905,8092,2,11,11,0,0,0,563,378,413,514,488,475,0,0,0
AT4G13460.SNP5859,2,3,32,7735,6089,7263,7697,5962,7626,2,4,28,0,0,0,577,398,419,481,399,455,0,0,0
AT4G13460.SNP5860,0,0,0,7636,7532,7699,7176,7827,7500,0,12,0,0,0,0,327,354,529,324,348,446,0,0,0
AT4G13460.SNP5861,0,0,0,7279,6831,7331,7115,7578,7522,0,12,0,0,0,0,300,283,479,318,324,439,0,0,0
AT4G13460.SNP5862,0,0,0,7169,6399,6998,7121,7337,7179,0,12,0,0,0,0,296,289,431,330,301,432,0,0,0
AT4G13460.SNP5863,0,0,0,7402,6626,6934,8196,8658,8250,0,12,0,0,0,0,293,307,487,410,381,451,0,0,0
AT4G13460.SNP5864,0,0,0,7357,6543,6732,7824,8579,7882,0,12,0,0,0,0,332,321,482,370,354,528,0,0,0
AT4G13460.SNP5865,0,0,0,7881,6772,7015,7917,8276,7765,0,12,0,0,0,0,375,331,528,379,379,527,0,0,0
AT4G13460.SNP5866,3,0,0,3326,2761,2877,4534,3957,4529,3,0,0,0,0,0,235,199,167,308,205,322,0,0,0
AT4G13460.SNP5867,3,0,6,8155,6315,7365,8216,7075,8025,3,0,7,0,0,0,606,575,323,669,634,507,0,0,0
AT4G13460.SNP5868,0,0,0,4121,2931,3059,4139,3342,2931,0,0,0,0,0,0,232,255,197,283,293,253,0,0,0
AT4G25530.SNP6378,3,12,0,2986,3018,3499,2583,2584,2998,3,11,0,0,0,0,27,2,1,29,2,3,0,0,0
AT4G25530.SNP6379,3,12,0,3206,3184,3565,2765,2730,3189,3,11,0,0,0,0,28,3,2,29,3,0,0,0,0
AT4G25530.SNP6380,15,8,5,6628,6045,6687,6744,5687,6411,15,7,5,0,0,0,38,4,14,30,8,11,0,0,0
AT4G25530.SNP6381,2,3,0,4629,3598,4863,4687,3749,4768,2,3,0,0,0,0,24,14,20,30,11,28,0,0,0
AT5G26630.SNP7406,0,0,18,1262,855,1015,1364,1105,1081,0,0,18,0,3,0,608,647,627,739,815,680,0,3,0
AT5G26650.SNP7407,0,0,0,916,1059,1026,999,922,1133,0,0,0,0,0,0,7,0,12,7,15,12,0,0,0
AT5G26650.SNP7408,0,0,0,911,1052,1003,1023,930,1148,0,0,0,0,0,0,7,0,12,7,15,12,0,0,0
AT5G26650.SNP7409,0,0,0,3170,3080,3801,2104,2316,2825,0,0,0,0,0,0,4,20,8,0,3,7,0,0,0
AT5G26650.SNP7410,0,0,0,384,353,303,599,874,538,0,0,0,0,0,0,2,1,1,2,1,3,0,0,0
AT5G60440.SNP8662,1,0,0,855,1024,820,628,761,763,1,0,0,1,0,0,399,394,454,441,360,404,2,0,0
AT5G60440.SNP8663,0,5,0,2094,1902,1890,1507,1422,1257,0,5,0,1,0,0,664,899,599,400,664,584,1,0,0
AT5G60440.SNP8664,0,5,0,2200,2082,2039,1555,1534,1322,0,5,0,1,0,0,706,957,663,405,693,592,1,0,0
AT5G60440.SNP8665,0,7,0,2222,2211,2158,1909,1975,1689,0,5,0,0,0,0,805,1121,833,577,897,818,1,0,0
AT5G60440.SNP8666,0,7,0,2205,2203,2155,1909,1971,1689,0,5,0,0,0,0,805,1121,833,577,897,818,1,0,0
AT5G60440.SNP8667,0,7,0,2276,2235,2259,1960,1974,1760,0,5,0,0,0,0,805,1121,833,577,897,818,1,0,0
